ナンセンス文学,12.0,SS,F
ウミユリ海底譚,12.1,SS,F
ハートビート,12.1,SS,F
イカサマライフゲーム,12.2,SS,F
天樂,12.2,SS,F
回れ！雪月花,12.3,SS,F
進捗どうですか,12.3,SS,F
ロボットプラネットユートピア,12.3,SS,F
猫祭り,12.3,SS,F
アスノヨゾラ哨戒班,12.4,SS,F
とーきょー全域★アキハバラ？,12.5,SS,F
ウソラセラ,12.7,SS,F
Evans,13.4,S,F
